Latitude,Longitude,Time
38.928455,-94.725972,18:57:37
38.930036,-94.723667,18:51:47
38.930036,-94.723667,18:13:04
38.930036,-94.723667,18:02:05
38.930036,-94.723667,17:58:54
38.951508,-94.72284,17:55:07
38.951508,-94.72284,17:50:57
38.943768,-94.688414,17:00:33
38.943768,-94.688414,16:56:32
38.912994,-94.673954,00:55:16
38.912994,-94.673954,00:54:15
38.943768,-94.688414,15:00:19
38.943768,-94.688414,01:36:34
38.943768,-94.688414,21:15:51
38.943768,-94.688414,21:05:00
38.943768,-94.688414,21:01:25
38.943768,-94.688414,20:58:58
38.943768,-94.688414,20:54:01
38.943768,-94.688414,20:06:02
38.943768,-94.688414,05:08:12
38.943768,-94.688414,04:52:36
38.943768,-94.688414,02:52:43
38.943768,-94.688414,02:51:13
38.912998,-94.673374,01:34:38
38.912998,-94.673374,01:24:35
38.907884,-94.672582,01:02:15
38.907884,-94.672582,00:58:04
38.943768,-94.688414,22:39:14
38.912994,-94.673954,19:06:33
38.912994,-94.673954,17:27:37
38.912994,-94.673954,17:21:50
38.993138,-94.663927,14:39:58
38.993138,-94.663927,14:29:01
38.993138,-94.663927,14:26:08
38.997705,-94.591742,14:20:46
38.997705,-94.591742,14:11:53
38.993032,-94.644374,13:58:06
38.943768,-94.688414,06:03:43
38.943768,-94.688414,03:15:49
38.945665,-94.608046,02:32:40
38.940151,-94.608846,02:20:08
38.940151,-94.608846,02:16:44
38.95304,-94.667509,02:09:15
38.95304,-94.667509,02:07:06
38.943768,-94.688414,23:29:40
38.943768,-94.688414,23:03:47
38.943768,-94.688414,04:09:19
38.943768,-94.688414,02:25:21
38.943768,-94.688414,02:15:05
38.943768,-94.688414,01:57:43
38.943768,-94.688414,23:18:12
38.943768,-94.688414,23:09:46
39.066144,-94.595493,18:24:02
39.066144,-94.595493,16:53:59
39.053106,-94.590352,14:21:46
39.053106,-94.590352,14:20:06
38.943768,-94.688414,06:09:03
38.943768,-94.688414,06:06:22
39.092871,-94.58005,04:30:54
39.092871,-94.58005,04:05:44
39.092871,-94.58005,03:50:09
39.092871,-94.58005,03:47:25
39.092871,-94.58005,03:36:34
38.943768,-94.688414,03:06:35
38.943768,-94.688414,01:43:52
38.943768,-94.688414,22:57:54
39.06101,-94.61988,21:14:31
39.06101,-94.61988,21:10:49
39.06101,-94.61988,21:01:06
39.057253,-94.604397,20:06:43
39.057253,-94.604397,19:56:46
39.066331,-94.594447,18:29:54
39.053106,-94.590352,15:41:55
39.053106,-94.590352,15:40:04
39.050443,-94.597724,15:31:22
39.050443,-94.597724,15:28:45
38.943768,-94.688414,05:45:59
38.943768,-94.688414,01:33:48
38.943768,-94.688414,00:52:54
38.943768,-94.688414,00:34:55
38.943768,-94.688414,00:29:42
38.943768,-94.688414,16:15:56
38.943768,-94.688414,15:46:37
38.943768,-94.688414,04:37:51
38.943768,-94.688414,01:41:47
38.943768,-94.688414,01:35:25
38.943768,-94.688414,01:31:48
38.943768,-94.688414,23:25:03
38.943768,-94.688414,18:04:23
38.943768,-94.688414,17:02:11
38.908564,-94.667867,16:20:39
38.908564,-94.667867,16:14:52
38.908564,-94.667867,16:12:46
38.913474,-94.67395,16:01:58
38.913474,-94.67395,15:16:33
38.927149,-94.6863,15:14:48
38.927149,-94.6863,15:09:20
38.943768,-94.688414,14:51:40
38.943768,-94.688414,07:08:00
38.943768,-94.688414,04:49:03
38.943768,-94.688414,03:28:32
38.953625,-94.719519,00:48:06
38.943768,-94.688414,17:39:49
38.943768,-94.688414,17:19:08
38.943768,-94.688414,05:01:31
38.943768,-94.688414,04:57:38
38.943768,-94.688414,02:42:22
38.943768,-94.688414,22:33:44
38.943768,-94.688414,22:02:41
38.943768,-94.688414,17:11:32
38.943768,-94.688414,03:13:36
38.943768,-94.688414,01:34:02
38.959486,-94.73054,00:21:45
38.959486,-94.73054,23:48:06
38.959486,-94.73054,23:44:19
39.05026,-94.607391,23:21:13
39.066144,-94.595493,22:26:51
39.252741,-94.627652,21:11:12
39.250765,-94.664693,20:11:08
39.248802,-94.66029,18:52:50
38.971638,-94.715946,18:13:14
38.943768,-94.688414,08:01:34
38.907201,-94.39944,07:14:29
38.907201,-94.39944,05:38:36
38.907201,-94.39944,04:19:44
38.907201,-94.39944,03:02:37
38.907201,-94.39944,02:03:51
38.943768,-94.688414,22:59:00
38.907908,-94.674125,22:08:28
38.912802,-94.673834,22:01:50
38.912802,-94.673834,21:56:08
38.927149,-94.6863,20:03:15
38.927149,-94.6863,18:16:33
38.943768,-94.688414,17:40:08
38.943768,-94.688414,23:57:33
38.943768,-94.688414,22:39:31
38.907908,-94.674125,22:29:47
38.908564,-94.667867,22:19:01
39.020139,-94.658365,21:19:29
39.020139,-94.658365,20:36:23
39.020139,-94.658365,20:33:34
38.943768,-94.688414,07:53:12
38.910278,-94.667835,03:20:10
38.910278,-94.667835,03:13:27
38.910278,-94.667835,03:09:14
38.910278,-94.667835,03:04:58
38.913283,-94.663363,03:00:09
38.943768,-94.688414,23:58:47
38.943768,-94.688414,23:48:14
38.921749,-94.648871,23:13:24
38.943768,-94.688414,22:42:55
38.943768,-94.688414,16:46:05
38.943768,-94.688414,16:23:53
38.943768,-94.688414,02:18:19
38.945004,-94.688947,02:01:25
38.945004,-94.688947,01:27:00
38.945004,-94.688947,00:44:23
38.945004,-94.688947,17:42:48
38.945004,-94.688947,17:04:19
38.945004,-94.688947,16:48:30
38.945004,-94.688947,05:18:49
38.945004,-94.688947,00:41:45
38.945004,-94.688947,23:12:46
38.943768,-94.688414,19:50:03
38.943768,-94.688414,04:11:16
38.943768,-94.688414,03:00:54
38.943768,-94.688414,22:12:12
38.943768,-94.688414,18:29:29
38.943768,-94.688414,17:36:32
38.943768,-94.688414,04:45:51
38.943768,-94.688414,04:42:38
38.943768,-94.688414,04:31:14
38.943768,-94.688414,04:30:57
38.914299,-94.67254,00:03:54
39.031307,-94.63519,00:01:24
39.031307,-94.63519,20:37:04
39.031307,-94.63519,20:34:04
39.031307,-94.63519,19:52:17
39.053106,-94.590352,16:53:15
39.053106,-94.590352,15:26:18
38.943768,-94.688414,04:53:23
38.943768,-94.688414,02:31:29
38.943768,-94.688414,02:29:08
38.913022,-94.670523,00:36:16
38.914299,-94.67254,00:09:02
38.907884,-94.672582,23:39:09
38.907884,-94.672582,23:36:05
39.060908,-94.619359,20:27:18
39.060908,-94.619359,20:22:08
39.079041,-94.576106,19:04:31
39.053106,-94.590352,17:00:21
39.053106,-94.590352,16:27:03
39.053106,-94.590352,15:36:24
39.06101,-94.61988,15:12:09
38.943768,-94.688414,01:24:12
38.943768,-94.688414,02:01:46
39.057253,-94.604397,00:01:10
39.053106,-94.590352,21:45:06
39.053106,-94.590352,21:35:48
39.065589,-94.61491,20:29:23
38.943768,-94.688414,04:09:37
38.943768,-94.688414,01:18:23
38.943768,-94.688414,00:34:14
38.943768,-94.688414,00:02:30
38.943768,-94.688414,23:14:54
38.942183,-94.582694,22:38:08
39.14961,-94.550078,20:34:06
38.950079,-94.56998,18:54:12
38.9429,-94.596555,18:53:02
38.9429,-94.596555,18:52:08
38.943768,-94.688414,18:31:54
38.943768,-94.688414,18:10:11
38.9275,-94.698235,15:45:50
38.9275,-94.698235,15:41:41
38.943768,-94.688414,06:01:36
38.943768,-94.688414,05:52:05
38.943768,-94.688414,05:29:18
38.943768,-94.688414,03:21:35
38.960637,-94.670061,02:04:15
38.960637,-94.670061,01:56:25
38.943768,-94.688414,20:01:11
38.943768,-94.688414,19:27:26
38.943768,-94.688414,02:29:29
38.943768,-94.688414,00:51:35
38.943768,-94.688414,23:55:20
38.943768,-94.688414,21:48:33
38.943768,-94.688414,05:18:16
38.943768,-94.688414,02:47:43
38.943768,-94.688414,02:18:27
38.943768,-94.688414,23:52:41
38.943768,-94.688414,00:28:59
38.943768,-94.688414,20:17:52
38.943768,-94.688414,18:48:22
38.943768,-94.688414,16:44:14
38.943768,-94.688414,06:33:29
38.943768,-94.688414,04:46:07
38.915062,-94.64712,02:38:51
38.950079,-94.56998,01:09:08
38.950079,-94.56998,01:06:28
38.943768,-94.688414,23:24:31
38.943768,-94.688414,21:52:54
38.927149,-94.6863,20:23:33
38.926115,-94.686313,18:40:44
38.927149,-94.6863,17:25:09
38.927149,-94.6863,17:02:28
38.943768,-94.688414,08:09:25
38.943768,-94.688414,02:28:45
38.943768,-94.688414,21:58:47
38.943768,-94.688414,04:15:35
38.943768,-94.688414,02:09:50
38.943768,-94.688414,18:25:29
38.943768,-94.688414,17:52:46
38.943768,-94.688414,17:16:42
38.943768,-94.688414,03:04:31
38.943768,-94.688414,02:49:00
38.914361,-94.669758,02:25:28
38.943768,-94.688414,02:11:28
38.914361,-94.669758,01:49:24
38.907908,-94.674125,01:23:24
38.907908,-94.674125,01:15:22
38.926854,-94.720571,23:55:35
38.943768,-94.688414,23:31:06
38.943768,-94.688414,00:38:08
38.943768,-94.688414,17:24:43
38.943768,-94.688414,22:54:50
38.906906,-94.671389,20:10:58
38.943768,-94.688414,18:23:41
38.943768,-94.688414,03:29:36
39.050083,-94.598163,23:27:37
39.050083,-94.598163,22:43:12
39.097312,-94.579926,20:48:10
39.097312,-94.579926,20:40:13
39.097312,-94.579926,20:25:06
39.097312,-94.579926,20:19:23
39.097312,-94.579926,20:14:43
39.097312,-94.579926,20:03:03
39.097312,-94.579926,19:47:46
39.097312,-94.579926,19:17:33
39.075447,-94.576295,18:07:49
39.075447,-94.576295,18:05:00
39.053106,-94.590352,15:44:18
39.053106,-94.590352,15:38:31
39.049762,-94.598318,15:27:57
39.049762,-94.598318,15:26:37
38.943768,-94.688414,05:22:27
38.943768,-94.688414,02:24:08
38.943768,-94.688414,00:57:49
38.943768,-94.688414,00:55:30
38.963975,-94.671249,00:55:10
38.963975,-94.671249,22:28:32
38.960637,-94.670061,22:16:08
38.960637,-94.670061,22:06:13
38.943768,-94.688414,07:15:39
38.943768,-94.688414,05:57:58
38.883922,-94.787062,04:03:57
38.883922,-94.787062,04:01:02
38.943768,-94.688414,00:39:31
38.912681,-94.672492,00:01:06
38.912681,-94.672492,23:59:18
38.913022,-94.670523,23:46:54
38.913022,-94.670523,23:24:14
38.919983,-94.667228,23:02:39
38.943768,-94.688414,03:45:06
38.943768,-94.688414,03:36:12
38.943768,-94.688414,03:33:21
38.943768,-94.688414,00:41:19
38.943768,-94.688414,08:17:20
38.943768,-94.688414,02:14:21
38.943768,-94.688414,01:28:48
38.943768,-94.688414,21:52:12
38.943768,-94.688414,17:39:10
38.943768,-94.688414,16:27:44
38.943768,-94.688414,06:36:21
38.943768,-94.688414,05:45:21
38.943768,-94.688414,18:12:44
38.943768,-94.688414,16:59:00
38.943768,-94.688414,04:50:46
38.943768,-94.688414,02:25:41
38.943768,-94.688414,00:25:10
38.960637,-94.670061,23:46:27
39.029676,-94.632908,18:25:42
39.043744,-94.620534,16:42:05
39.053106,-94.590352,15:41:44
39.053106,-94.590352,15:33:56
38.943768,-94.688414,15:17:48
38.943768,-94.688414,01:40:12
38.943768,-94.688414,01:38:18
38.914299,-94.67254,00:22:45
38.913031,-94.672653,00:18:17
38.913031,-94.672653,00:11:44
38.911639,-94.665778,00:07:52
38.911639,-94.665778,23:17:43
38.943768,-94.688414,23:11:34
38.943768,-94.688414,23:10:06
38.978691,-94.633423,21:33:51
38.978691,-94.633423,18:32:11
38.978691,-94.633423,18:16:36
38.978691,-94.633423,17:26:45
39.053106,-94.590352,15:20:45
39.053106,-94.590352,15:19:23
38.943768,-94.688414,02:56:33
38.943768,-94.688414,02:54:07
38.8842,-94.762761,00:05:07
38.943768,-94.688414,22:53:07
38.943768,-94.688414,22:51:44
38.943768,-94.688414,20:10:08
38.943768,-94.688414,18:38:48
38.943768,-94.688414,18:29:21
38.943768,-94.688414,18:19:12
38.943768,-94.688414,18:16:10
38.943768,-94.688414,18:13:45
38.943768,-94.688414,18:09:46
38.943768,-94.688414,18:04:58
38.943768,-94.688414,18:03:17
38.943768,-94.688414,18:01:47
38.943768,-94.688414,17:47:53
38.943768,-94.688414,17:44:42
38.943768,-94.688414,17:30:45
38.943768,-94.688414,17:27:43
38.943768,-94.688414,16:55:32
38.943768,-94.688414,02:54:20
38.943768,-94.688414,02:17:26
38.943768,-94.688414,01:14:29
38.943768,-94.688414,01:10:34
38.943768,-94.688414,01:09:14
38.943768,-94.688414,21:11:26
38.907908,-94.674125,19:42:05
38.921749,-94.648871,19:20:57
38.943768,-94.688414,18:57:29
38.911696,-94.766615,18:25:47
38.893517,-94.780276,16:59:23
38.943768,-94.688414,16:37:41
38.943768,-94.688414,05:12:42
38.943768,-94.688414,05:11:57
38.913283,-94.663363,02:50:00
38.913283,-94.663363,02:39:57
38.943768,-94.688414,02:29:35
38.943768,-94.688414,02:25:38
38.943768,-94.688414,02:23:17
38.970846,-94.728345,20:55:10
38.926623,-94.70047,19:19:22
38.927356,-94.700676,18:52:33
38.943768,-94.688414,04:19:50
38.943768,-94.688414,00:47:35
38.941036,-94.667649,00:44:53
38.941036,-94.667649,23:59:19
38.941036,-94.667649,23:19:13
38.943768,-94.688414,04:16:02
38.943768,-94.688414,22:03:26
39.079172,-94.576102,17:31:09
39.079172,-94.576102,17:27:40
39.079172,-94.576102,17:17:12
39.079172,-94.576102,16:54:37
39.053106,-94.590352,15:58:35
38.943768,-94.688414,21:39:26
38.912802,-94.673834,21:13:45
38.907908,-94.674125,19:30:08
38.926861,-94.686315,17:37:10
38.926861,-94.686315,17:28:31
38.943768,-94.688414,01:46:24
38.943768,-94.688414,02:55:48
38.943768,-94.688414,01:38:37
38.943768,-94.688414,00:41:10
38.943768,-94.688414,23:47:09
38.943768,-94.688414,20:10:13
38.943768,-94.688414,01:19:17
38.943768,-94.688414,23:43:47
38.943768,-94.688414,18:42:27
38.943768,-94.688414,01:58:14
38.971722,-94.686394,00:54:33
38.971722,-94.686394,00:27:32
38.943768,-94.688414,16:31:26
38.972027,-94.68829,20:28:50
38.972027,-94.68829,20:27:45
39.066144,-94.595493,19:08:03
39.066144,-94.595493,19:08:01
39.053106,-94.590352,18:26:04
39.053106,-94.590352,16:27:59
38.943768,-94.688414,04:12:40
38.943768,-94.688414,21:29:50
38.943768,-94.688414,18:27:16
38.926115,-94.686313,16:59:21
38.926115,-94.686313,16:55:40
39.009161,-94.811269,01:29:41
39.009161,-94.811269,01:24:32
38.926135,-94.686334,22:23:00
38.926135,-94.686334,22:22:22
38.943768,-94.688414,18:21:31
38.943768,-94.688414,18:00:11
38.943768,-94.688414,21:16:31
38.943768,-94.688414,21:49:45
38.943768,-94.688414,17:18:59
38.943768,-94.688414,04:23:25
38.907021,-94.670936,20:44:18
38.907021,-94.670936,20:34:30
38.912474,-94.662366,19:48:00
38.912474,-94.662366,19:20:36
38.943768,-94.688414,22:14:33
38.943768,-94.688414,21:22:30
38.943768,-94.688414,16:28:41
38.943768,-94.688414,04:57:43
38.943768,-94.688414,04:33:51
38.943768,-94.688414,23:43:00
38.943768,-94.688414,23:52:43
38.943768,-94.688414,02:33:33
38.943768,-94.688414,02:32:25
38.943768,-94.688414,20:08:11
39.053106,-94.590352,16:06:50
38.943768,-94.688414,22:01:48
38.943768,-94.688414,20:18:35
38.971638,-94.715946,17:42:34
38.971638,-94.715946,17:39:35
38.943768,-94.688414,21:29:56
38.943768,-94.688414,17:11:31
38.943768,-94.688414,21:03:02
38.943768,-94.688414,22:55:26
38.943768,-94.688414,16:41:48
38.943768,-94.688414,05:08:18
38.943768,-94.688414,03:16:25
38.943768,-94.688414,23:53:04
38.943768,-94.688414,23:42:35
38.943768,-94.688414,21:27:22
38.943768,-94.688414,19:07:02
38.943768,-94.688414,01:50:09
38.943768,-94.688414,16:03:34
38.943768,-94.688414,15:25:16
38.943768,-94.688414,04:53:57
38.943768,-94.688414,21:52:57
38.943768,-94.688414,21:26:49
38.943768,-94.688414,18:54:22
38.943768,-94.688414,01:53:49
38.943768,-94.688414,18:02:56
38.943768,-94.688414,18:01:42
38.912822,-94.65133,01:43:27
38.912822,-94.65133,19:04:25
38.912822,-94.65133,17:08:35
38.912822,-94.65133,13:39:28
38.912822,-94.65133,13:26:52
38.943768,-94.688414,12:41:37
38.943768,-94.688414,05:38:03
38.943768,-94.688414,03:57:13
38.943768,-94.688414,03:56:09
38.943768,-94.688414,03:45:31
38.912286,-94.667856,01:56:52
38.943768,-94.688414,22:39:25
38.943768,-94.688414,22:36:21
38.912822,-94.65133,17:22:40
38.943768,-94.688414,01:17:05
38.943768,-94.688414,03:35:14
38.943768,-94.688414,02:14:28
39.013495,-94.590607,21:11:02
39.01364,-94.590637,20:26:23
39.053106,-94.590352,16:15:35
39.091116,-94.415507,00:06:34
39.091116,-94.415507,22:17:34
39.091116,-94.415507,19:32:55
39.091116,-94.415507,19:29:45
39.091116,-94.415507,18:47:39
38.943768,-94.688414,05:23:20
38.943768,-94.688414,03:30:24
38.943768,-94.688414,18:05:44
38.943768,-94.688414,17:44:10
38.943768,-94.688414,15:02:20
38.943768,-94.688414,07:07:54
38.943768,-94.688414,06:00:32
38.943768,-94.688414,04:04:47
38.943768,-94.688414,02:18:39
38.943768,-94.688414,22:47:18
38.943768,-94.688414,20:38:48
38.963975,-94.671249,18:32:42
38.963975,-94.671249,18:25:26
38.963975,-94.671249,18:19:10
38.943768,-94.688414,01:58:36
38.911937,-94.667158,01:25:58
38.911937,-94.667158,01:14:07
38.943768,-94.688414,18:14:55
38.943768,-94.688414,00:49:31
38.956618,-94.723497,18:39:16
38.943768,-94.688414,07:17:24
38.943768,-94.688414,05:10:02
39.057253,-94.604397,01:53:55
38.907908,-94.674125,22:49:27
38.911619,-94.680435,21:53:58
38.912838,-94.669967,21:41:36
38.912838,-94.669967,21:39:11
38.943768,-94.688414,20:11:22
38.943768,-94.688414,17:18:42
38.943768,-94.688414,16:55:31
38.943768,-94.688414,15:33:15
38.943768,-94.688414,01:24:27
38.973363,-94.667634,00:49:33
38.973363,-94.667634,00:45:54
39.348609,-94.780661,21:29:47
39.348609,-94.780661,20:11:38
39.348609,-94.780661,16:44:24
39.053106,-94.590352,16:00:49
39.053106,-94.590352,15:58:42
38.956648,-94.719217,15:18:14
38.956648,-94.719217,15:15:23
38.943768,-94.688414,15:07:39
38.943768,-94.688414,04:25:21
38.943768,-94.688414,23:58:55
38.943768,-94.688414,19:36:41
39.053106,-94.590352,15:48:44
38.943768,-94.688414,00:17:37
38.943768,-94.688414,22:41:21
38.943768,-94.688414,22:33:17
38.943768,-94.688414,16:30:52
38.943768,-94.688414,23:30:21
38.9527,-94.6857,22:44:36
38.943768,-94.688414,17:37:10
38.943768,-94.688414,16:44:50
38.943768,-94.688414,03:09:05
38.956648,-94.719217,02:27:22
38.956648,-94.719217,01:54:15
38.971722,-94.686394,01:45:44
38.971722,-94.686394,01:45:08
38.943768,-94.688414,06:46:59
38.943768,-94.688414,00:01:07
38.943768,-94.688414,07:32:54
38.943768,-94.688414,19:25:22
39.291667,-94.730556,18:23:08
39.291667,-94.730556,18:19:46
38.943768,-94.688414,15:32:44
38.943768,-94.688414,03:20:23
38.909697,-94.667056,01:48:29
38.943768,-94.688414,00:51:53
38.943768,-94.688414,00:45:52
38.943768,-94.688414,00:36:42
38.943768,-94.688414,00:10:42
38.943768,-94.688414,00:04:25
38.943768,-94.688414,22:04:28
38.907021,-94.670936,21:46:42
38.938421,-94.6663,21:13:40
38.94065,-94.667659,21:02:04
38.94065,-94.667659,20:45:30
38.943768,-94.688414,20:31:27
39.051785,-94.593101,19:08:59
39.057305,-94.605576,18:41:54
39.057305,-94.605576,18:40:45
39.057305,-94.605576,18:39:37
39.057305,-94.605576,18:14:06
38.943768,-94.688414,02:19:40
38.943768,-94.688414,00:37:37
38.943768,-94.688414,00:19:32
38.943768,-94.688414,00:04:22
38.907908,-94.674125,01:29:33
38.943768,-94.688414,05:49:07
38.943768,-94.688414,18:26:28
38.943768,-94.688414,17:04:20
38.943768,-94.688414,04:55:39
38.943768,-94.688414,02:19:46
38.943768,-94.688414,23:49:17
38.907021,-94.670936,23:43:44
38.907021,-94.670936,22:58:47
38.943768,-94.688414,17:27:22
38.943768,-94.688414,16:26:58
38.921749,-94.648871,16:14:23
38.943768,-94.688414,05:21:35
38.943768,-94.688414,02:10:26
38.943768,-94.688414,02:03:18
39.348609,-94.780661,01:22:57
39.348609,-94.780661,01:22:00
39.291667,-94.730556,00:38:37
41.783333,-87.75,22:48:02
41.783333,-87.75,21:30:54
41.898328,-87.62742,07:34:12
41.898328,-87.62742,06:01:28
41.898328,-87.62742,05:53:34
41.903968,-87.626868,04:30:45
41.903968,-87.626868,04:29:34
41.903968,-87.626868,03:45:04
41.903968,-87.626868,02:16:04
41.903968,-87.626868,17:03:51
41.898328,-87.62742,16:40:09
41.903968,-87.626868,03:51:18
41.903968,-87.626868,03:49:20
41.897982,-87.623905,22:49:08
41.88061,-87.624226,21:05:19
41.88061,-87.624226,18:16:15
41.903968,-87.626868,19:09:15
41.903968,-87.626868,17:28:28
41.903968,-87.626868,17:05:40
41.898328,-87.62742,05:00:19
41.898328,-87.62742,04:14:13
41.898328,-87.62742,04:08:57
41.898328,-87.62742,03:52:32
41.898328,-87.62742,03:49:23
41.898328,-87.62742,03:47:16
41.898328,-87.62742,03:36:34
41.903968,-87.626868,02:29:28
41.903968,-87.626868,02:27:19
41.903968,-87.626868,01:37:23
41.903968,-87.626868,16:33:33
41.903968,-87.626868,16:31:30
41.904051,-87.628664,16:25:20
41.903968,-87.626868,23:17:01
41.783333,-87.75,21:30:41
39.291667,-94.730556,18:39:52
39.348609,-94.780661,17:50:27
39.055648,-94.790779,17:05:35
38.943768,-94.688414,17:02:51
38.943768,-94.688414,17:01:09
39.348609,-94.780661,15:38:19
39.348609,-94.780661,05:49:33
39.348609,-94.780661,02:30:11
39.247395,-94.66105,02:04:06
39.370277,-94.782461,02:00:03
19.15,-72.55,01:58:40
39.355146,-94.765329,01:35:55
39.055648,-94.790779,01:05:50
38.938829,-94.666674,00:37:26
38.938829,-94.666674,00:18:07
38.943768,-94.688414,07:08:32
38.943768,-94.688414,17:58:32
39.063013,-94.618943,17:56:19
39.063013,-94.618943,17:11:59
39.053106,-94.590352,15:26:50
39.053106,-94.590352,15:05:52
38.943768,-94.688414,07:00:27
38.931681,-94.595202,06:19:37
38.931681,-94.595202,03:42:48
38.931681,-94.595202,02:28:57
38.943768,-94.688414,23:09:59
38.943768,-94.688414,21:27:53
38.943768,-94.688414,18:32:07
38.943768,-94.688414,18:28:33
38.943768,-94.688414,18:25:47
38.907021,-94.670936,18:18:10
38.907021,-94.670936,18:14:58
38.943768,-94.688414,16:18:32
38.943768,-94.688414,15:57:02
38.943768,-94.688414,15:45:47
38.943768,-94.688414,15:16:14
38.943768,-94.688414,06:05:20
38.943768,-94.688414,05:57:52
38.943768,-94.688414,04:11:34
38.909697,-94.667056,02:59:33
38.909697,-94.667056,02:58:18
38.943768,-94.688414,21:51:33
38.943768,-94.688414,21:16:51
38.943768,-94.688414,19:14:27
38.943768,-94.688414,19:12:02
38.943768,-94.688414,19:06:50
38.943768,-94.688414,00:31:22
38.943768,-94.688414,00:01:36
38.943768,-94.688414,16:53:43
38.943768,-94.688414,07:13:32
38.943768,-94.688414,07:12:56
38.943768,-94.688414,03:40:57
38.943768,-94.688414,01:47:52
38.907021,-94.670936,00:53:59
38.907908,-94.674125,00:20:30
38.943768,-94.688414,20:38:25
38.926861,-94.686315,18:33:18
38.926861,-94.686315,18:30:31
38.943768,-94.688414,17:55:44
38.943768,-94.688414,15:56:59
38.943768,-94.688414,17:49:23
38.926861,-94.686315,16:36:08
38.926861,-94.686315,16:30:28
38.943768,-94.688414,07:17:46
38.943768,-94.688414,05:04:05
38.943768,-94.688414,04:31:39
38.942026,-94.686338,22:02:02
38.942026,-94.686338,20:34:00
39.053106,-94.590352,16:08:43
39.053106,-94.590352,16:02:39
38.942026,-94.686338,05:53:43
38.942026,-94.686338,05:06:40
38.942026,-94.686338,02:44:04
38.942026,-94.686338,00:57:06
38.942026,-94.686338,20:31:08
38.942026,-94.686338,20:03:40
38.942026,-94.686338,14:56:10
39.291667,-94.730556,05:53:17
39.291667,-94.730556,05:17:21
36.131625,-115.151618,02:52:33
36.083333,-115.166667,02:16:13
36.083333,-115.166667,02:12:17
36.131625,-115.151618,21:48:04
36.122512,-115.174746,00:31:08
36.122512,-115.174746,20:54:58
37.824562,-122.368844,20:53:36
36.083333,-115.166667,20:21:10
36.083333,-115.166667,20:08:21
38.748611,-90.37,16:29:14
38.748611,-90.37,15:57:09
38.748611,-90.37,15:50:46
38.748611,-90.37,15:50:14
39.291667,-94.730556,14:39:28
39.291667,-94.730556,14:17:26
39.291667,-94.730556,14:05:42
39.348609,-94.780661,05:02:20
39.348609,-94.780661,04:37:56
38.942026,-94.686338,21:43:41
38.942026,-94.686338,21:40:27
38.942026,-94.686338,19:33:24
38.942026,-94.686338,03:17:47
38.942026,-94.686338,02:28:47
38.942026,-94.686338,01:31:34
38.942026,-94.686338,00:11:01
38.942026,-94.686338,21:33:29
38.942026,-94.686338,21:29:43
38.942026,-94.686338,18:55:51
38.942026,-94.686338,01:25:30
38.942026,-94.686338,20:41:51
38.942026,-94.686338,18:22:09
38.942026,-94.686338,17:56:43
38.942026,-94.686338,17:47:39
38.942026,-94.686338,05:23:56
38.942026,-94.686338,20:50:15
38.942026,-94.686338,02:23:38
38.942026,-94.686338,02:01:10
38.942026,-94.686338,01:45:34
38.942026,-94.686338,01:44:24
38.942026,-94.686338,23:37:45
38.942026,-94.686338,21:40:23
38.942026,-94.686338,20:50:13
38.942026,-94.686338,20:45:34
38.942026,-94.686338,05:23:11
38.942026,-94.686338,05:04:23
39.050891,-94.596306,22:27:20
39.050891,-94.596306,22:01:33
39.050891,-94.596306,21:01:33
39.050891,-94.596306,20:50:55
39.099727,-94.578567,20:27:51
39.082781,-94.581803,20:24:30
39.082781,-94.581803,20:12:37
39.041251,-94.598419,18:21:38
38.927149,-94.6863,17:17:02
38.927149,-94.6863,16:27:19
38.942026,-94.686338,16:17:21
38.942026,-94.686338,15:02:10
38.942026,-94.686338,04:06:35
38.942026,-94.686338,15:55:29
38.942026,-94.686338,04:05:20
38.942026,-94.686338,01:31:42
38.942026,-94.686338,00:58:54
38.942026,-94.686338,00:15:33
38.942026,-94.686338,23:22:36
38.907021,-94.670936,22:06:23
38.942026,-94.686338,20:38:18
39.053106,-94.590352,15:15:26
39.053106,-94.590352,15:07:40
38.942026,-94.686338,23:21:39
38.942026,-94.686338,21:28:16
39.291667,-94.730556,19:53:32
39.291667,-94.730556,19:39:09
41.783333,-87.75,19:38:33
41.783333,-87.75,18:11:42
41.783333,-87.75,18:10:35
41.783333,-87.75,18:02:19
41.783333,-87.75,17:40:45
41.783333,-87.75,17:13:41
41.783333,-87.75,17:02:59
41.903968,-87.626868,16:27:16
41.903968,-87.626868,16:26:05
41.903968,-87.626868,16:23:53
41.903968,-87.626868,14:50:38
41.903968,-87.626868,13:46:05
41.903968,-87.626868,05:11:08
29.467228,-98.653159,03:59:06
29.467228,-98.653159,03:40:03
41.903968,-87.626868,00:03:34
41.903968,-87.626868,23:26:31
41.903968,-87.626868,22:26:05
41.903968,-87.626868,22:11:20
41.903968,-87.626868,20:36:35
41.929989,-87.681726,18:01:48
38.960637,-94.670061,17:58:18
41.903968,-87.626868,01:01:07
41.903968,-87.626868,00:02:41
41.903968,-87.626868,23:30:22
41.903968,-87.626868,21:41:01
41.903968,-87.626868,20:11:24
41.903968,-87.626868,19:22:09
41.799374,-87.738213,17:05:50
41.903968,-87.626868,01:42:15
41.903968,-87.626868,23:56:39
41.903968,-87.626868,20:10:47
41.903905,-87.631436,19:32:45
41.903905,-87.631436,19:28:49
